date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,death,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,fips,positiveIncrease,totalTestResults,totalTestResultsIncrease,deathIncrease,hospitalizedIncrease
20200526,TN,20965,382539,,582,1609,,,,,13344,B,5/26/2020 15:00,343,,,,20965,343,,47,358,403504,7285,5,15
20200526,TX,56560,764673,,1534,,,,,,36375,B,5/26/2020 17:00,1536,821233,,,,,,48,589,821233,15579,9,0
20200526,UT,8620,189972,,134,696,,217,,89,5346,B,5/26/2020 10:19,101,,,,8620,,,49,99,198592,2124,3,4
20200526,VA,39342,227839,412,1403,6630,366,,190,,5227,A+,5/25/2020 17:00,1236,265279,,,37440,1175,61,51,1615,267181,8431,28,109
20200526,VI,69,1425,18,,,,,,,61,C,5/26/2020 07:48,6,,,,69,6,,78,0,1494,82,0,0
20200526,VT,967,29456,,25,,,,,,848,B,5/26/2020 00:00,54,,,,967,54,,50,5,30423,754,0,0
20200526,WA,22184,293934,,267,3290,,,51,,,B,5/25/2020 02:59,1070,,,,21479,1070,,53,275,316118,6895,9,3
20200526,WI,17867,200874,218,640,2362,135,544,,,9405,A+,5/26/2020 00:00,517,,,,15863,517,,55,296,218741,7791,3,23
20200526,WV,1854,85957,,35,,9,,7,,1180,B,5/26/2020 17:00,74,,,,,,,54,80,87811,1486,2,0
20200526,WY,850,20652,,14,82,,,,,607,C,5/26/2020 00:00,13,21300,705,18895,648,,,56,12,21502,1113,1,3
20200525,AK,409,44063,,10,,,,,,361,C,5/25/2020 00:00,10,44472,,,,10,,2,1,44472,965,0,0
20200525,AL,14730,175585,,,1629,,543,,323,7951,B,5/25/2020 00:00,562,,,,14730,562,,1,403,190315,4516,11,17
20200525,AR,6029,105593,,92,605,,,17,111,4249,A,5/25/2020 00:00,117,,,,6029,,,5,107,111622,3041,1,7
20200525,AS,0,124,,,,,,,,,C,5/19/2020 00:00,0,,,,,,,60,0,124,0,0,0
20200525,AZ,16561,171221,,833,3077,334,,212,,4204,A+,5/25/2020 00:00,806,187782,,,,,,4,222,187782,4141,6,51
20200525,CA,94558,1549544,,4306,,1301,,,,,B,5/25/2020 00:00,3795,1644102,,,94558,,,6,1848,1644102,61357,21,0
20200525,CO,24174,126134,,560,4119,,,,,3666,A,5/25/2020 00:00,1088,,,,21857,,,8,210,150308,257,0,14
20200525,CT,40873,180853,,706,12538,,,,,7127,B,5/24/2020 20:30,3742,221726,,,40873,,,9,405,221726,7590,49,0
20200525,DC,8225,32578,,331,,106,,70,,1080,A+,5/24/2020 00:00,440,,,,,,,11,259,40803,-11188,13,0
20200525,DE,8965,44931,,205,,,,,,4693,B,5/24/2020 18:00,436,,,,8965,382,54,10,156,53896,2026,5,0
20200525,FL,51746,856489,988,,9681,,,,,,A,5/25/2020 10:04,2331,1050247,70360,977392,51746,2331,,12,879,908235,37000,15,43
20200525,GA,43344,470201,,892,7475,,1686,,,,A,5/25/2020 13:00,1830,513545,,,43344,,,13,506,513545,31591,6,36
20200525,GU,166,5403,,,,,,,,138,C,5/25/2020 00:15,5,,,,161,,,66,0,5569,0,0,0
20200525,HI,643,49728,,,84,,,,,591,C,5/24/2020 18:00,17,50371,,,,,,15,0,50371,799,0,0
20200525,IA,17577,115138,,377,,118,,66,,9377,A+,5/25/2020 00:00,459,,,,17252,,,19,325,132715,4959,5,0
20200525,ID,2626,38780,,17,225,,94,,,1755,A,5/23/2020 19:00,79,41167,,,2387,59,20,16,0,41406,0,0,0
20200525,IL,112017,657547,,3762,,1025,,605,,,A,5/25/2020 00:00,4884,769564,,,,4884,,17,1713,769564,21643,28,0
20200525,IN,31715,194536,,1102,5285,365,1166,169,,,A+,5/24/2020 23:59,1976,,,,,1832,152,18,339,226251,5450,0,0
20200525,KS,9218,72181,,,800,,271,,120,493,A+,5/25/2020 10:00,188,,,,,,,20,260,81399,4965,3,13
20200525,KY,8571,161285,,484,2131,89,897,,,3102,A,5/23/2020 00:00,391,,,,8451,390,1,21,0,169856,0,0,0
20200525,LA,37809,293089,,847,,,,102,,28700,B,5/25/2020 13:00,2690,,,,,2585,105,22,640,330898,14862,0,0
20200525,MA,93271,447290,,2132,9339,576,,,,,A,5/25/2020 10:00,6416,,,,93271,6416,,25,596,540561,8188,44,31
20200525,MD,47152,202425,,1279,8092,517,,,,3329,B,5/25/2020 10:00,2379,,,,47152,2267,112,24,839,249577,9215,38,153
20200525,ME,2074,35450,,59,257,27,,13,,1290,B,5/25/2020 11:30,78,37725,2201,35450,1858,78,,23,19,37524,19,0,5
20200525,MI,61632,476325,,953,,449,,319,,33168,A+,5/25/2020 11:00,5678,549107,72782,476325,57205,5463,238,26,175,537957,9413,38,0
20200525,MN,23524,207816,,605,2676,248,869,,,14816,A,5/24/2020 17:00,890,231340,,,21315,881,9,27,403,231340,6653,12,88
20200525,MO,12167,145218,,729,,,,93,,,B,5/25/2020 15:00,685,180120,14273,165572,11913,,,29,179,157385,5766,4,0
20200525,MP,22,4735,,,,,,,,13,D,5/24/2020 00:07,2,4757,,,22,2,,69,0,4757,0,0,0
20200525,MS,13458,130459,,566,2046,152,,94,,9401,A,5/24/2020 19:00,635,143917,,,13458,,,28,206,143917,6015,10,23
20200525,MT,479,33203,,3,65,,,,,441,C,5/25/2020 00:00,16,,,,479,,,30,0,33682,301,0,0
20200525,NC,23964,320726,,627,,,,,,14954,A,5/25/2020 10:55,754,,,,23964,754,,37,742,344690,8034,10,0
20200525,ND,2457,63893,,41,154,,,,,1551,C,5/24/2020 13:00,39,,,,2457,39,,38,39,66350,862,0,2
20200525,NE,12134,73598,,,,,,,,,D,5/24/2020 19:55,150,,,,12134,,,31,145,85732,2527,3,0
20200525,NH,4149,57237,1714,92,419,,120,,,2204,B,5/24/2020 09:00,209,,,,4149,,,33,60,61386,1847,1,0
20200525,NJ,155092,468705,,2755,,719,,540,,25253,A+,5/25/2020 13:00,11144,,,,155092,11144,,34,938,623797,19990,11,0
20200525,NM,6943,166538,,213,1243,,,,,2464,C,5/24/2020 18:03,317,,,,6943,,,35,148,173481,4362,9,104
20200525,NV,7879,106852,,380,,91,,45,,359,A+,5/25/2020 10:25,410,133508,,,7879,,,32,109,114731,4450,2,0
20200525,NY,362764,1376685,,4348,88554,1366,,1058,,64280,A,5/25/2020 00:00,23488,,,,362764,,,36,1249,1739449,39623,97,230
20200525,OH,32477,297857,,872,5511,323,1443,211,,,B,5/25/2020 14:00,1987,,,,30305,1788,199,39,566,330334,5781,18,35
20200525,OK,6090,154943,,,938,78,,,,4714,A+,5/25/2020 12:30,313,160903,6696,154207,,,,40,53,161033,53,2,0
20200525,OR,3949,109909,,125,747,35,,23,,1376,A+,5/25/2020 03:01,148,,,,3861,,,41,22,113858,1663,0,5
20200525,PA,68186,334928,,1628,,,,324,,40911,A,5/25/2020 00:00,5139,,,,68186,,,42,473,403114,7019,15,0
20200525,PR,3260,40488,,112,,16,,8,,,B,5/25/2020 06:30,129,41701,1572,40095,1240,61,68,72,71,43748,71,2,0
20200525,RI,14211,90674,,240,1580,49,,32,,1119,A+,5/25/2020 03:00,608,144570,18268,126302,14211,,,44,70,104885,820,0,0
20200525,SC,10178,155842,,407,1534,,,,,6063,A+,5/25/2020 15:30,440,171034,15192,155842,10178,440,,45,82,166020,2073,5,0
20200525,SD,4586,30697,,99,370,,,,,3415,C,5/24/2020 18:00,50,,,,,,,46,23,35283,378,0,6
20200525,TN,20607,375612,,517,1594,,,,,13073,B,5/25/2020 15:00,338,,,,20607,338,,47,462,396219,12643,2,11
20200525,TX,55971,749683,,1511,,,,,,35292,B,5/25/2020 04:30,1527,805654,,,,,,48,623,805654,42109,21,0
20200525,UT,8521,187947,,131,692,,215,,88,5218,B,5/25/2020 10:15,98,,,,8521,,,49,129,196468,2035,1,4
20200525,VA,37727,221023,414,1376,6521,349,,182,,5145,A+,5/24/2020 17:00,1208,256913,,,35890,1158,50,51,1483,258750,14665,37,68
20200525,VI,69,1343,45,,,,,,,61,C,5/22/2020 07:29,6,,,,69,6,,78,0,1412,0,0,0
20200525,VT,962,28707,,19,,,,,,843,B,5/25/2020 00:00,54,,,,962,54,,50,6,29669,1079,0,0
20200525,WA,21909,287314,,207,3287,,,47,,,B,5/24/2020 02:59,1061,,,,21101,1061,,53,257,309223,2483,6,31
20200525,WI,17571,193379,207,606,2339,126,543,,,9207,A+,5/25/2020 00:00,514,,,,15584,514,,55,318,210950,7491,4,24
20200525,WV,1774,84551,,36,,13,,7,,1135,B,5/25/2020 10:00,72,,,,,,,54,15,86325,631,0,0
20200525,WY,838,19551,,10,79,,,,,575,C,5/24/2020 00:00,12,20189,705,18895,638,,,56,25,20389,355,0,1
20200524,AK,408,43099,,10,,,,,,358,C,5/24/2020 00:00,10,43507,,,,10,,2,0,43507,1156,0,0
20200524,AL,14327,171472,,,1612,,537,,320,7951,B,5/24/2020 00:00,551,,,,14327,551,,1,389,185799,3123,5,23
20200524,AR,5922,102659,,86,598,,,17,111,4148,A,5/24/2020 00:00,116,,,,5922,,,5,310,108581,5534,3,8
20200524,AS,0,124,,,,,,,,,C,5/19/2020 00:00,0,,,,,,,60,0,124,0,0,0
20200524,AZ,16339,167302,,804,3026,322,,201,,4132,A+,5/24/2020 00:00,800,183641,,,,,,4,300,183641,3202,1,42
20200524,CA,92710,1490035,,4300,,1315,,,,,B,5/24/2020 00:00,3774,1582745,,,92710,,,6,2079,1582745,67439,66,0
20200524,CO,23964,126087,,538,4105,,,,,3640,A,5/23/2020 00:00,1088,,,,21657,,,8,477,150051,5099,0,23
20200524,CT,40468,173668,,701,12538,,,,,7127,B,5/23/2020 20:30,3693,,,,40468,,,9,446,214136,5769,18,0
20200524,DC,7966,44025,,324,,110,,73,,1075,A+,5/22/2020 00:00,427,,,,,,,11,0,51991,0,0,0
20200524,DE,8809,43061,,211,,,,,,4598,B,5/23/2020 18:00,431,,,,8809,377,54,10,119,51870,1336,6,0
20200524,FL,50867,820368,1337,,9638,,,,,,A,5/24/2020 10:04,2316,1008670,69459,936730,50867,2316,,12,740,871235,14798,4,71
20200524,GA,42838,439116,,848,7439,,1683,,,,A,5/24/2020 13:00,1824,481954,,,42838,,,13,706,481954,28417,13,28
20200524,GU,166,5403,,,,,,,,138,C,5/23/2020 18:00,5,5704,161,5403,161,,,66,1,5569,210,0,0
20200524,HI,643,48929,,,84,,,,,589,C,5/23/2020 18:00,17,49572,,,,,,15,1,49572,751,0,0
20200524,IA,17252,110504,,363,,114,,61,,9318,A+,5/24/2020 00:00,454,,,,17252,,,19,359,127756,3815,10,0
20200524,ID,2626,38780,,27,225,,94,,,1755,A,5/23/2020 19:00,79,41167,,,2387,59,20,16,31,41406,797,0,0
20200524,IL,110304,637617,,3667,,1007,,632,,,A,5/24/2020 00:00,4856,,,,110304,4856,,17,2508,747921,25674,66,0
20200524,IN,31376,189425,,1112,5285,396,1166,173,,,A+,5/23/2020 23:59,1976,,,,,1824,152,18,475,220801,5868,33,0
20200524,KS,8958,67476,,,787,,269,,120,485,A+,5/22/2020 10:00,185,,,,,,,20,0,76434,0,0,0
20200524,KY,8571,161285,,484,2131,89,897,,,3102,A,5/23/2020 00:00,391,,,,8451,390,1,21,145,169856,-1603,0,55
20200524,LA,37169,278867,,813,,,,102,,26249,B,5/24/2020 13:00,2690,,,,,2567,123,22,129,316036,1589,22,0
20200524,MA,92675,439698,,2169,9308,558,,,,,A,5/24/2020 10:00,6372,,,,92675,6372,,25,1013,532373,11387,68,48
20200524,MD,46313,194049,,1290,7939,503,,,,3319,B,5/24/2020 10:00,2341,,,,46313,2229,112,24,818,240362,8035,35,114
20200524,ME,2055,35450,,59,252,27,,13,,1263,B,5/24/2020 13:00,78,37725,2201,35450,1845,78,,23,42,37505,42,1,9
20200524,MI,61457,467087,,953,,449,,319,,33168,A+,5/24/2020 11:00,5640,539550,72463,467087,56892,5440,238,26,164,528544,11695,28,0
20200524,MN,23121,201566,,553,2588,207,841,,,14115,A,5/23/2020 17:00,878,224687,,,20573,869,9,27,356,224687,6981,17,54
20200524,MO,11988,139631,,742,,,,94,,,B,5/24/2020 15:00,681,169732,14137,155323,11988,,,29,236,151619,3315,5,0
20200524,MP,22,4735,,,,,,,,13,D,5/24/2020 00:00,2,4757,,,22,2,,69,0,4757,439,0,0
20200524,MS,13252,124650,,512,2023,150,,73,,7681,A,5/23/2020 19:00,625,137902,,,13252,,,28,247,137902,3682,9,27
20200524,MT,479,32902,,3,65,,,,,441,C,5/24/2020 11:58,16,,,,479,,,30,0,33381,729,0,0
20200524,NC,23222,313434,,587,,,,,,11637,A,5/24/2020 11:15,744,,,,23222,744,,37,497,336656,7074,7,0
20200524,ND,2418,63070,,40,152,,,,,1496,C,5/24/2020 13:00,39,,,,2418,39,,38,53,65488,1340,0,2
20200524,NE,11989,71216,,,,,,,,,D,5/23/2020 16:15,147,,,,11989,,,31,327,83205,3223,0,0
20200524,NH,4089,55450,1844,93,419,,120,,,2197,B,5/23/2020 09:00,208,,,,4089,,,33,0,59539,0,0,0
20200524,NJ,154154,449653,,2857,,760,,639,,25040,A+,5/24/2020 13:00,11133,,,,154154,11133,,34,1050,603807,25072,52,0
20200524,NM,6795,162324,,208,1139,,,,,2357,C,5/23/2020 20:01,308,,,,6795,,,35,170,169119,10736,6,0
20200524,NV,7770,102511,,373,,92,,51,,359,A+,5/24/2020 10:00,408,128803,,,7770,,,32,74,110281,3234,4,0
20200524,NY,361515,1338311,,4393,88324,1406,,1067,,64080,A,5/24/2020 00:00,23391,,,,361515,,,36,1589,1699826,47765,109,241
20200524,OH,31911,292642,,864,5476,317,1438,205,,,B,5/23/2020 14:00,1969,,,,29777,1769,200,39,503,324553,8059,13,39
20200524,OK,6037,154943,,174,938,78,,,,4688,A+,5/23/2020 00:00,311,160903,6696,154207,,,,40,77,160980,77,0,12
20200524,OR,3927,108268,,117,742,35,,18,,1376,A+,5/24/2020 03:01,148,,,,3842,,,41,39,112195,1988,1,2
20200524,PA,67713,328382,,1533,,,,336,,40627,A,5/24/2020 12:00,5124,,,,65906,,,42,730,396095,7643,28,0
20200524,PR,3189,40488,,106,,13,,7,,,B,5/24/2020 06:30,127,41701,1572,40095,1230,61,66,72,89,43677,89,0,0
20200524,RI,14141,89924,,240,1580,49,,32,,1119,A+,5/24/2020 03:00,608,143070,18134,124936,14141,,,44,84,104065,841,11,23
20200524,SC,10096,153851,,461,1534,,,,,5743,A+,5/24/2020 15:33,435,168908,15057,153851,10096,435,,45,201,163947,5037,10,0
20200524,SD,4563,30342,,85,364,,,,,3371,C,5/23/2020 18:00,50,,,,,,,46,95,34905,1377,0,6
20200524,TN,20145,363431,,526,1583,,,,,12837,B,5/24/2020 15:00,336,,,,20145,336,,47,356,383576,9818,7,10
20200524,TX,55348,708197,,1572,,,,,,33385,B,5/23/2020 04:45,1506,762706,,,,,,48,839,763545,839,0,0
20200524,UT,8392,186041,,128,688,,215,,88,5081,B,5/24/2020 10:39,97,,,,8392,,,49,132,194433,3654,0,12
20200524,VA,36244,207841,411,1351,6453,354,,192,,5102,A+,5/23/2020 17:00,1171,242292,,,34451,1135,36,51,495,244085,11615,12,22
20200524,VI,69,1343,45,,,,,,,61,C,5/22/2020 07:29,6,,,,69,6,,78,0,1412,0,0,0
20200524,VT,956,27634,,25,,,,,,839,B,5/24/2020 00:00,54,,,,956,54,,50,2,28590,1166,0,0
20200524,WA,21652,285088,,313,3256,,,74,,,B,5/23/2020 02:59,1055,,,,20956,1055,,53,160,306740,2342,5,26
20200524,WI,17253,186206,223,611,2315,128,541,,,8999,A+,5/24/2020 00:00,510,,,,15277,510,,55,410,203459,7287,3,23
20200524,WV,1759,83935,,23,,8,,4,,1121,B,5/24/2020 10:00,72,,,,,,,54,42,85694,1950,0,0
20200524,WY,813,19221,,10,78,,,,,556,C,5/23/2020 00:00,12,19836,705,18895,615,,,56,0,20034,0,0,1
20200523,AK,408,41943,,10,,,,,,358,C,5/23/2020 15:00,10,42351,,,,10,,2,4,42351,905,0,0
20200523,AL,13938,168738,,,1589,,538,,319,7951,B,5/23/2020 00:00,546,,,,13938,546,,1,375,182676,4908,9,28
20200523,AR,5612,97435,,81,590,,,14,111,4029,A,5/23/2020 00:00,113,,,,5612,,,5,0,103047,0,0,6
20200523,AS,0,124,,,,,,,,,C,5/19/2020 00:00,0,,,,,,,60,0,124,0,0,0
20200523,AZ,16039,164400,,784,2984,309,,193,,4033,A+,5/23/2020 00:00,799,180439,12089,,,,,4,431,180439,4436,24,41
20200523,CA,90631,1424675,,4342,,1312,,,,,B,5/23/2020 00:00,3708,1515306,,,90631,,,6,2187,1515306,48533,78,0
20200523,CO,23487,121465,,571,4082,,,,,3612,A,5/22/2020 00:00,1088,,,,21202,,,8,296,144952,2727,26,45
20200523,CT,40022,168345,,724,12538,,,,,7127,B,5/22/2020 20:30,3675,,,,40022,,,9,382,208367,6039,38,0
20200523,DC,7966,44025,,324,,110,,73,,1075,A+,5/22/2020 00:00,427,,,,,,,11,73,51991,8998,9,0
20200523,DE,8690,41844,,210,,,,,,4454,B,5/22/2020 18:00,425,,,,8690,371,54,10,161,50534,1548,5,0
20200523,FL,50127,806310,1563,,9567,,,,,,A,5/23/2020 10:00,2312,990300,68322,919519,50127,2312,,12,676,856437,20941,44,195
20200523,GA,42132,411405,,848,7411,,1678,,,,A,5/23/2020 13:00,1811,453537,,,42132,,,13,914,453537,26288,26,98
20200523,GU,165,5194,,,,,,,,134,C,5/23/2020 02:35,5,5487,,5190,160,,,66,0,5359,80,0,0
20200523,HI,642,48179,,,84,,,,,585,C,5/22/2020 18:00,17,48821,,,,,,15,-5,48821,836,0,1
20200523,IA,16893,107048,,362,,111,,70,,9254,A+,5/23/2020 00:00,444,,,,16893,,,19,389,123941,3691,19,0
20200523,ID,2595,38014,,26,225,,94,,,1735,A,5/22/2020 19:00,79,40370,,,2356,59,20,16,61,40609,1014,2,2
20200523,IL,107796,614451,,3753,,1027,,607,,,A,5/22/2020 00:00,4790,,,,107796,4790,,17,2352,722247,25114,75,0
20200523,IN,30901,184032,,1138,5285,403,1166,173,,,A+,5/22/2020 23:59,1943,,,,,1812,152,18,492,214933,6372,2,0
20200523,KS,8958,67476,,,787,,269,,120,485,A+,5/22/2020 10:00,185,,,,,,,20,0,76434,0,0,0
20200523,KY,8426,163033,,477,2076,90,889,,,3069,A,5/22/2020 17:00,391,,,,8305,390,1,21,140,171459,5219,5,35
20200523,LA,37040,277407,,836,,,,112,,26249,B,5/23/2020 13:00,2668,,,,,2560,123,22,115,314447,2639,0,0
20200523,MA,91662,429324,,2237,9260,610,,,,,A,5/23/2020 10:00,6304,,,,91662,6304,,25,773,520986,9342,76,98
20200523,MD,45495,186832,,1320,7825,524,,,,3283,B,5/23/2020 10:00,2306,,,,45495,2197,109,24,1071,232327,4425,32,191
20200523,ME,2013,35450,,50,243,26,,11,,1232,B,5/23/2020 11:00,77,37725,2201,35450,1804,77,,23,65,37463,65,2,3
20200523,MI,61293,455556,,953,,449,,319,,33168,A+,5/22/2020 11:00,5612,527621,72065,455556,56741,5402,237,26,218,516849,14492,26,0
20200523,MN,22765,194941,,568,2534,215,832,,,13485,A,5/22/2020 17:00,861,217706,,,19845,852,9,27,391,217706,8896,10,102
20200523,MO,11752,136552,,742,,,,94,,,B,5/23/2020 15:00,676,169050,14135,154644,11751,,,29,194,148304,-24642,5,0
20200523,MP,22,4296,,,,,,,,13,D,5/22/2020 00:00,2,4318,,,22,2,,69,0,4318,0,0,0
20200523,MS,13005,121215,,590,1996,154,,93,,7681,A,5/22/2020 19:00,616,134220,,,13005,,,28,381,134220,-3753,20,30
20200523,MT,479,32173,,3,65,,,,,441,C,5/23/2020 00:00,16,,,,479,,,30,0,32652,795,0,0
20200523,NC,22725,306857,,589,,,,,,11637,A,5/23/2020 11:33,737,,,,22725,737,,37,1107,329582,26358,9,0
20200523,ND,2365,61783,,39,150,,,,,1451,C,5/23/2020 13:00,39,,,,2365,39,,38,48,64148,1318,0,3
20200523,NE,11662,68320,,,,,,,,,D,5/22/2020 19:45,147,,,,11662,,,31,237,79982,1563,4,0
20200523,NH,4089,55450,1844,93,419,,120,,,2197,B,5/23/2020 09:00,208,,,,4089,,,33,154,59539,4439,9,26
20200523,NJ,153104,425631,,2974,,806,,611,,24762,A+,5/23/2020 13:00,11081,,,,153104,11081,,34,385,578735,23421,96,0
20200523,NM,6625,151758,,206,1139,,,,,2149,C,5/22/2020 17:58,302,,,,6625,,,35,153,158383,5616,8,0
20200523,NV,7696,99351,,402,,99,,53,,359,A+,5/23/2020 13:00,404,125394,,,7696,,,32,295,107047,7106,4,0
20200523,NY,359926,1292135,,4642,88083,1502,,1254,,63292,A,5/22/2020 00:00,23282,,,,359926,,,36,1772,1652061,51268,87,240
20200523,OH,31408,285086,,858,5437,333,1429,223,,,B,5/23/2020 14:00,1956,,,,29288,1756,200,39,614,316494,8694,84,58
20200523,OK,5960,154943,,174,926,78,,,,4645,A+,5/23/2020 00:00,311,160903,6696,154207,,,,40,111,160903,7736,4,0
20200523,OR,3888,106319,,102,740,41,,15,,1376,A+,5/23/2020 03:01,147,,,,3779,,,41,24,110207,2368,0,3
20200523,PA,66983,321469,,1560,,,,348,,39519,A,5/23/2020 00:00,5096,,,,65209,,,42,725,388452,9451,112,0
20200523,PR,3100,40488,,106,,14,,5,,,B,5/23/2020 06:30,127,41701,1572,40095,1870,61,66,72,70,43588,70,1,0
20200523,RI,14057,89167,,233,1557,51,,34,,1106,A+,5/23/2020 03:00,597,141567,17983,123584,14057,,,44,108,103224,1425,18,20
20200523,SC,9895,149015,,430,1534,,,,,5743,A+,5/23/2020 15:31,425,163818,14803,149015,9895,425,,45,257,158910,8887,6,0
20200523,SD,4468,29060,,90,358,,,,,3336,C,5/22/2020 18:00,50,,,,,,,46,112,33528,1184,0,7
20200523,TN,19789,353969,,478,1573,,,,,12745,B,5/23/2020 15:00,329,,,,19789,329,,47,395,373758,5588,14,13
20200523,TX,54509,708197,,1688,,,,,,32277,B,5/22/2020 17:00,1506,762706,,,,,,48,1060,762706,21344,26,0
20200523,UT,8260,182519,,165,676,,213,,88,4898,B,5/23/2020 11:28,97,,,,8260,,,49,203,190779,3945,4,16
20200523,VA,35749,196721,409,1384,6431,330,,213,,5047,A+,5/22/2020 17:00,1159,230683,,,33962,1123,36,51,799,232470,7295,23,9
20200523,VI,69,1343,45,,,,,,,61,C,5/22/2020 07:29,6,,,,69,6,,78,0,1412,0,0,0
20200523,VT,954,26470,,21,,,,,,837,B,5/23/2020 00:00,54,,,,954,54,,50,2,27424,1691,0,0
20200523,WA,21492,282906,,332,3230,,,96,,,B,5/22/2020 02:59,1050,,,,20858,1050,,53,209,304398,2671,6,74
20200523,WI,16843,179329,223,611,2292,128,542,,,8688,A+,5/23/2020 00:00,507,,,,14877,507,,55,503,196172,7129,11,33
20200523,WV,1717,82027,,39,,11,,9,,1110,B,5/23/2020 10:00,72,,,,,,,54,101,83744,-1085,1,0
20200523,WY,813,19221,,10,77,,,,,551,C,5/23/2020 00:00,12,19836,705,18895,615,,,56,10,20034,610,0,1
20200522,AK,404,41042,,15,,,,,,356,C,5/22/2020 00:00,10,41446,,,,10,,2,2,41446,1901,0,0
20200522,AL,13563,164205,,,1561,,531,,315,7951,B,5/22/2020 00:00,537,,,,13563,537,,1,444,177768,7029,8,33
20200522,AR,5612,97435,,86,584,,,14,110,4029,A,5/22/2020 00:00,113,,,,5612,,,5,154,103047,3771,3,49
20200522,AS,0,124,,,,,,,,,C,5/19/2020 00:00,0,,,,,,,60,0,124,0,0,0
20200522,AZ,15608,160395,,796,2943,311,,203,,3949,A+,5/22/2020 00:00,775,176003,,,,,,4,293,176003,4376,12,58
20200522,CA,88444,1378329,,4762,,1317,,,,,B,5/21/2020 00:00,3630,1466773,,,88444,,,6,2247,1466773,45646,88,0
20200522,CO,23191,119034,,620,4037,,,,,3580,A,5/22/2020 00:00,1062,,,,20903,,,8,394,142225,6614,61,47
20200522,CT,39640,162688,,740,12538,,,,,7127,B,5/21/2020 20:30,3637,,,,39640,,,9,432,202328,5881,55,1592
20200522,DC,7893,35100,,342,,112,,74,,1069,A+,5/21/2020 00:00,418,,,,,,,11,105,42993,1237,6,0
20200522,DE,8529,40457,,221,,,,,,4296,B,5/21/2020 18:00,420,,,,8529,367,53,10,143,48986,1444,3,0
20200522,FL,49451,786045,1487,,9372,,,,,,A,5/22/2020 09:39,2268,940758,66424,871876,49451,2268,,12,776,835496,21567,46,172
20200522,GA,41218,386031,,889,7313,,1658,,,,A,5/22/2020 13:00,1785,427249,,,41218,,,13,813,427249,19518,31,78
20200522,GU,165,5114,,,,,,,,125,C,5/22/2020 05:35,5,5331,,5037,160,,,66,0,5279,215,0,0
20200522,HI,647,47338,,,83,,,,,579,C,5/21/2020 00:00,17,,,,,,,15,4,47985,836,0,1
20200522,IA,16504,103746,,362,,123,,79,,9079,A+,5/22/2020 00:00,425,,,,16504,,,19,334,120250,3685,19,0
20200522,ID,2534,37061,,23,223,,92,,,1720,A,5/21/2020 19:00,77,39362,,,2301,,,16,28,39595,707,0,2
20200522,IL,105444,591689,,3928,,1060,,589,,,A,5/22/2020 00:00,4715,,,,105444,4715,,17,2758,697133,25113,108,0
20200522,IN,30409,178152,,1203,5285,416,1166,173,,,A+,5/21/2020 23:59,1941,,,,,1791,150,18,473,208561,5566,28,896
20200522,KS,8958,67476,,,787,,269,,120,485,A+,5/22/2020 10:00,185,,,,,,,20,419,76434,5231,7,27
20200522,KY,8286,157954,,475,2041,92,886,,,3008,A,5/21/2020 17:00,386,,,,8175,385,1,21,119,166240,7568,10,25
20200522,LA,36925,274883,,867,,,,104,,26249,B,5/22/2020 13:00,2668,,,,,2545,123,22,421,311808,6427,39,0
20200522,MA,90889,420755,,2323,9162,628,,,,,A,5/22/2020 10:00,6228,,,,90889,6228,,25,805,511644,10158,80,122
20200522,MD,44424,183478,,1329,7634,506,,,,3243,B,5/22/2020 10:00,2274,,,,44424,2169,105,24,893,227902,7669,53,149
20200522,ME,1948,35450,,45,240,21,,12,,1192,B,5/22/2020 12:30,75,37725,2201,35450,1749,75,,23,71,37398,71,2,5
20200522,MI,61075,441282,,955,,470,,348,,28234,A+,5/22/2020 11:00,5586,512752,71470,441282,56612,5375,237,26,465,502357,19959,31,0
20200522,MN,22374,186436,,534,2432,233,806,,,12696,A,5/21/2020 17:00,851,208810,,,19005,842,9,27,792,208810,9722,33,52
20200522,MO,11558,161388,,711,,,,93,,,B,5/22/2020 15:00,671,167199,14046,152883,11558,,,29,218,172946,10854,10,0
20200522,MP,22,4296,,,,,,,,13,D,5/22/2020 00:00,2,4318,,,22,2,,69,0,4318,229,0,0
20200522,MS,12624,125349,,557,1966,159,,85,,7681,A,5/21/2020 19:00,596,137973,,,12624,,,28,402,137973,12003,16,34
20200522,MT,479,31378,,3,65,,,,,441,C,5/22/2020 12:05,16,,,,479,,,30,0,31857,1333,0,0
20200522,NC,21618,281606,,568,,,,,,11637,A,5/22/2020 10:51,728,,,,21618,728,,37,758,303224,12579,12,0
20200522,ND,2317,60513,,39,147,,,,,1405,C,5/22/2020 13:00,39,,,,2317,39,,38,88,62830,1551,1,3
20200522,NE,11425,66994,,,,,,,,,D,5/21/2020 19:50,143,,,,11425,,,31,303,78419,2779,5,0
20200522,NH,3935,51165,1526,97,393,,120,,,1767,B,5/21/2020 09:00,199,,,,3935,,,33,67,55100,2270,9,8
20200522,NJ,152719,402595,,3049,,846,,674,,24491,A+,5/22/2020 13:00,10985,,,,152719,10985,,34,1247,555314,11040,142,0
