date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,death,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,fips,positiveIncrease,totalTestResults,totalTestResultsIncrease,deathIncrease,hospitalizedIncrease
20200715,AK,1631,154462,,32,,,,0,,669,A,7/15/2020 00:00,17,156093,,,,17,,2,52,156093,6620,0,0
20200715,AL,59067,481982,,1362,7291,,941,,514,29736,B,7/15/2020 11:00,1211,540207,,,58225,1183,28,1,1812,541049,11960,47,168
20200715,AR,30297,365479,,458,1948,,,94,279,23523,A,7/15/2020 14:36,335,395212,,,30297,,,5,564,395776,5477,4,76
20200715,AS,0,816,,,,,,,,,C,7/1/2020 00:00,0,,,,,,,60,0,816,0,0,0
20200715,AZ,131354,604608,,3493,6103,929,,671,,16155,A+,7/15/2020 00:00,2434,735184,,,130576,2295,139,4,3257,735962,14019,97,161
20200715,CA,347634,5445642,,8353,,2110,,,,,B,7/15/2020 00:00,7227,5793276,,,347634,,,6,11126,5793276,118321,140,0
20200715,CO,37686,372304,,368,5963,,,,,4844,A,7/15/2020 01:59,1594,,,,34663,,,8,444,409990,5035,5,22
20200715,CT,47636,556463,,67,10552,,,,,8351,B,7/14/2020 20:30,4380,602116,,,45653,3505,875,9,106,604099,12338,8,0
20200715,DC,11026,126918,,95,,24,,15,,1809,A+,7/14/2020 00:00,571,,,,,,,11,80,137944,4028,3,0
20200715,DE,13050,130338,,51,,11,,,,7236,A+,7/14/2020 18:00,521,,,,12069,463,58,10,81,143388,1788,3,0
20200715,FL,301810,2434143,2189,8217,19659,,,,,,A,7/14/2020 23:59,4626,3404892,376345,3019257,301810,4626,,12,10181,2735953,50710,112,458
20200715,GA,127834,1027149,,2786,14102,,2702,,,,A,7/15/2020 14:50,3091,1154983,116295,1038688,127834,,,13,3871,1154983,23949,37,417
20200715,GU,313,17514,,4,,,,,,213,B,7/14/2020 22:15,5,17819,,,305,,,66,1,17827,290,0,0
20200715,HI,1264,96293,,,133,,,,,921,D,7/14/2020 18:00,22,116275,,,,,,15,21,97557,1487,0,5
20200715,IA,36291,351021,,190,,62,,30,,27177,A+,7/15/2020 00:00,762,,,,36291,,,19,442,387312,6904,5,0
20200715,ID,11718,122196,,129,510,33,151,,,3360,A,7/14/2020 19:00,103,133142,,,10946,83,20,16,316,133914,3630,1,10
20200715,IL,157825,1922908,,1454,,324,,130,,,A,7/15/2020 00:00,7427,2079601,,,156693,7226,201,17,1187,2080733,38161,8,0
20200715,IN,53370,533219,,881,7686,284,1634,79,,39571,A+,7/14/2020 23:59,2785,,,,,2592,193,18,685,586589,8180,10,53
20200715,KS,20933,218441,,,1393,65,418,21,159,948,A,7/15/2020 10:00,299,,,,,,,20,875,239374,8199,11,50
20200715,KY,20677,438510,,445,2823,92,1028,,,5475,B,7/15/2020 00:00,645,,,,19737,641,4,21,454,459187,3631,10,21
20200715,LA,84131,917069,,1369,,,,149,,53288,B,7/15/2020 13:00,3461,,,,,3351,110,22,2089,1001200,24745,16,0
20200715,MA,112347,876366,,580,11651,80,,40,,95390,A+,7/15/2020 10:00,8368,1256303,,,106128,8152,216,25,217,988713,10499,28,26
20200715,MD,75016,605072,,447,11625,129,,,,5238,A,7/15/2020 10:00,3341,855941,,,75016,3209,132,24,756,680088,14019,7,140
20200715,ME,3578,124353,,12,373,9,,4,,3079,A+,7/14/2020 23:59,114,127539,4415,122948,3186,113,1,23,12,127931,2456,0,0
20200715,MI,78913,1289006,,543,,184,,107,,53867,A+,7/15/2020 00:00,6330,1387545,98539,1289006,71197,6085,245,26,1049,1367919,34133,4,0
20200715,MN,43742,746755,,254,4495,106,1353,,,38179,A,7/14/2020 17:00,1558,790497,,,43742,1518,40,27,572,790497,12883,10,43
20200715,MO,29714,488233,,875,,,,86,,,B,7/15/2020 15:00,1102,646880,34290,611600,29714,,,29,888,517947,12844,9,0
20200715,MP,36,10664,,,4,,,,,29,D,7/14/2020 04:48,2,11335,,,36,2,,69,3,10700,3,0,0
20200715,MS,38567,318290,,1099,3629,240,,132,,25932,A,7/14/2020 19:00,1290,356488,,,38198,1266,24,28,1025,356857,6644,18,44
20200715,MT,2096,121662,,37,145,,,,,915,C,7/15/2020 00:00,34,,,,2096,,,30,144,123758,2362,0,9
20200715,NC,91266,1193371,,1142,,,,,,67124,A,7/15/2020 12:00,1568,,,,91266,1568,,37,1782,1284637,29791,16,0
20200715,ND,4565,121999,,42,284,,,,,3760,D,7/15/2020 00:00,81,238586,,,4565,77,4,38,72,126564,1531,3,4
20200715,NE,21717,198026,,110,1442,,,,,16205,B,7/14/2020 20:05,286,,,,21717,,,31,318,219743,3508,-2,11
20200715,NH,6091,131018,,23,665,,191,,,5101,B,7/14/2020 09:00,392,,,,6091,,,33,23,137109,1081,1,76
20200715,NJ,176278,1566069,,923,20774,151,,78,,31400,A+,7/15/2020 13:00,15607,,,,176278,13660,1947,34,363,1742347,21116,25,142
20200715,NM,15514,414492,,171,2261,,,,,6429,B,7/14/2020 18:04,551,,,,15514,,,35,223,430006,5651,3,34
20200715,NV,30468,333957,,1051,,251,,124,,826,A+,7/15/2020 13:00,618,457521,,,30468,,,32,849,364425,4245,6,0
20200715,NY,404006,4444519,,831,89995,165,,94,,71782,A,7/14/2020 23:59,25003,,,,404006,,,36,831,4848525,63598,9,0
20200715,OH,69311,993312,,1027,9209,316,2259,146,,47303,B,7/15/2020 14:00,3075,,,,65287,2819,256,39,1316,1062623,18874,6,160
20200715,OK,22813,424512,,561,2170,231,,,,17366,A+,7/13/2020 00:00,432,450388,24954,424512,22813,,,40,1075,447325,6031,4,54
20200715,OR,12805,292651,,235,1254,64,,35,,3129,A+,7/14/2020 03:01,244,,,292651,12151,,,41,0,305456,0,0,0
20200715,PA,97665,870984,,667,,,,92,,74436,A+,7/15/2020 00:00,6957,,,,94873,,,42,994,968649,21366,26,0
20200715,PR,10379,192686,,254,,18,,11,,,B,7/15/2020 06:30,171,194324,3043,191601,3043,75,96,72,256,203065,256,2,0
20200715,RI,17640,158235,,59,2075,5,,3,,1707,A+,7/15/2020 12:00,987,296933,25734,271199,17640,,,44,52,175875,1217,2,5
20200715,SC,62245,463738,,1560,3744,,,,,23849,A,7/14/2020 23:59,998,525983,77107,448876,62071,984,14,45,1856,525983,8502,5,0
20200715,SD,7652,85891,,59,752,,,,,6663,B,7/14/2020 18:00,111,,,,,,,46,80,93543,1379,2,8
20200715,TN,69061,1028612,,1282,3434,,,,,39857,A,7/15/2020 15:00,783,1097053,80368,1016685,68441,755,28,47,2273,1097673,25785,16,56
20200715,TX,282365,2359834,,10471,,,,,,149276,B,7/15/2020 17:00,3432,2642199,,,,,,48,7307,2642199,43519,110,0
20200715,UT,30891,401189,,250,1913,83,515,,214,18593,A+,7/15/2020 11:01,233,,,,30891,,,49,413,432080,7559,7,25
20200715,VA,73527,771455,382,1081,10608,246,,113,,9527,A+,7/14/2020 17:00,1992,842124,,,70669,1882,110,51,1084,844982,14132,15,58
20200715,VI,243,4637,199,,,,,,,112,C,7/15/2020 07:10,6,,,,243,6,,78,37,4880,590,0,0
20200715,VT,1318,77040,,19,,,,,,1104,B,7/15/2020 00:00,56,,,,1318,56,,50,13,78358,734,0,0
20200715,WA,42304,675930,,353,4788,,,55,,,B,7/14/2020 02:59,1404,,,,42304,1404,,53,547,718234,9960,5,10
20200715,WI,42197,686299,177,295,3923,88,810,,,29923,A+,7/15/2020 16:00,834,,,,38727,827,7,55,848,728496,13952,1,31
20200715,WV,4557,213347,,63,,26,,13,,2999,B,7/15/2020 17:00,97,,,,4439,,,54,150,217904,3892,0,0
20200715,WY,1985,40929,,17,131,,,,,1506,B,7/15/2020 18:02,22,59347,1780,57566,1605,,,56,34,42914,2886,0,3
20200714,AK,1579,147894,,25,,,,1,,642,A,7/14/2020 00:00,17,149473,,,,17,,2,40,149473,2883,0,0
20200714,AL,57255,471834,,1353,7123,,931,,511,25783,B,7/14/2020 11:00,1164,,,,56441,1136,28,1,1710,529089,9485,40,378
20200714,AR,29733,360566,,445,1872,,,91,273,22844,A,7/14/2020 15:43,331,389505,,,29733,,,5,794,390299,7325,8,36
20200714,AS,0,816,,,,,,,,,C,7/1/2020 00:00,0,,,,,,,60,0,816,0,0,0
20200714,AZ,128097,593846,,3517,5942,970,,674,,15678,A+,7/14/2020 00:00,2337,721191,,,127345,2208,129,4,4273,721943,19517,92,103
20200714,CA,336508,5338447,,8145,,2083,,,,,B,7/14/2020 00:00,7087,5674955,,,336508,,,6,7346,5674955,130590,47,0
20200714,CO,37242,367713,,378,5941,,,,,4808,A,7/14/2020 01:59,1589,,,,34229,,,8,329,404955,5590,3,46
20200714,CT,47530,544231,,66,10552,,,,,8351,B,7/13/2020 20:30,4372,589778,,,45547,3497,875,9,20,591761,2443,1,0
20200714,DC,10946,122970,,91,,21,,14,,1774,A+,7/13/2020 00:00,568,,,,,,,11,40,133916,3696,0,0
20200714,DE,12969,128631,,48,,10,,,,7184,A+,7/13/2020 18:00,518,,,,11989,460,58,10,90,141600,2237,1,0
20200714,FL,291629,2393614,387,8354,19201,,,,,,A,7/12/2020 23:59,4514,3330418,363828,2957751,291629,4514,,12,9194,2685243,45669,133,384
20200714,GA,123963,1007071,,2741,13685,,2662,,,,A,7/14/2020 14:50,3054,1131034,113044,1017990,123963,,,13,3394,1131034,23067,28,209
20200714,GU,312,17225,,3,,,,,,210,B,7/13/2020 21:35,5,17529,,,304,,,66,0,17537,195,0,0
20200714,HI,1243,94827,,,128,,,,,911,D,7/13/2020 18:00,22,114109,,,,,,15,23,96070,900,3,3
20200714,IA,35849,344559,,186,,67,,32,,26952,A+,7/14/2020 00:00,757,,,,35849,,,19,320,380408,3692,3,0
20200714,ID,11402,118882,,129,500,33,144,,,3262,A,7/13/2020 19:00,102,129540,,,10658,82,20,16,500,130284,3152,0,23
20200714,IL,156638,1885934,,1416,,333,,126,,,A,7/14/2020 00:00,7419,2041440,,,155506,7218,201,17,707,2042572,28446,25,0
20200714,IN,52685,525724,,767,7633,266,1620,73,,39155,A+,7/13/2020 23:59,2775,,,,,2582,193,18,648,578409,8000,13,59
20200714,KS,20058,211117,,,1343,,410,,160,920,A,7/13/2020 00:00,288,,,,,,,20,0,231175,0,0,0
20200714,KY,20223,435333,,449,2802,84,1019,,,5389,B,7/14/2020 00:00,635,,,,19349,631,4,21,570,455556,13671,6,11
20200714,LA,82042,894413,,1362,,,,146,,46334,B,7/14/2020 13:00,3445,,,,,3337,108,22,2215,976455,23029,22,0
20200714,MA,112130,866084,,560,11625,93,,37,,94347,A+,7/14/2020 10:00,8340,1241465,,,105986,8125,215,25,303,978214,12071,10,14
20200714,MD,74260,591809,,415,11485,118,,,,5238,A,7/14/2020 10:00,3334,834408,,,74260,3202,132,24,733,666069,14112,9,18
20200714,ME,3566,121909,,17,373,7,,3,,3062,A+,7/13/2020 23:59,114,125077,4389,120516,3168,113,1,23,8,125475,1513,0,1
20200714,MI,77864,1255922,,543,,184,,109,,53867,A+,7/14/2020 00:00,6326,1353182,97260,1255922,70306,6081,245,26,666,1333786,20359,5,0
20200714,MN,43170,734444,,236,4452,107,1348,,,37749,A,7/13/2020 17:00,1548,777614,,,43170,1510,38,27,398,777614,8625,6,28
20200714,MO,28826,476277,,811,,,,74,,,B,7/14/2020 15:00,1093,633226,33231,599011,28826,,,29,936,505103,9326,10,0
20200714,MP,33,10664,,,4,,,,,19,D,7/12/2020 13:16,2,11335,,,33,2,,69,0,10697,-70,0,0
20200714,MS,37542,312671,,1059,3585,227,,126,,25932,A,7/13/2020 19:00,1272,349869,,,37198,1249,23,28,862,350213,6798,22,55
20200714,MT,1952,119444,,29,136,,,,,884,C,7/14/2020 00:00,34,,,,1952,,,30,109,121396,2701,2,3
20200714,NC,89484,1165362,,1109,,,,,,67124,A,7/14/2020 11:30,1552,,,,89484,1552,,37,1956,1254846,34360,42,0
20200714,ND,4493,120540,,42,280,,,,,3685,D,7/14/2020 00:00,78,235497,,,4493,74,4,38,51,125033,1155,0,3
20200714,NE,21399,194836,,101,1431,,,,,16025,B,7/13/2020 08:05,288,,,,21399,,,31,227,216235,4576,3,10
20200714,NH,6068,129960,,24,589,,191,,,5056,B,7/13/2020 09:00,391,,,,6068,,,33,14,136028,1162,0,0
20200714,NJ,175915,1545316,,888,20632,149,,79,,31318,A+,7/14/2020 13:00,15582,,,,175915,13635,1947,34,393,1721231,20846,22,0
20200714,NM,15291,409064,,172,2227,,,,,6363,B,7/13/2020 17:52,548,,,,15291,,,35,263,424355,5998,3,23
20200714,NV,29619,330561,,983,,247,,121,,800,A+,7/14/2020 12:00,612,452381,,,29619,,,32,1104,360180,6987,19,0
20200714,NY,403175,4381752,,820,89995,167,,101,,71692,A,7/13/2020 23:59,24994,,,,403175,,,36,912,4784927,60045,5,0
20200714,OH,67995,975754,,1017,9049,314,2223,156,,46282,B,7/14/2020 14:00,3069,,,,64013,2813,256,39,1142,1043749,18998,5,134
20200714,OK,21738,419556,,546,2116,234,,,,16635,A+,7/13/2020 00:00,428,444852,24383,419556,21738,,,40,993,441294,20512,4,53
20200714,OR,12805,292651,,235,1254,64,,35,,3129,A+,7/14/2020 03:01,244,,,292651,12151,,,41,367,305456,4744,7,20
20200714,PA,96671,850612,,678,,,,95,,74436,A+,7/14/2020 00:00,6931,,,,93906,,,42,929,947283,15809,20,0
20200714,PR,10123,192686,,206,,14,,9,,,B,7/14/2020 06:30,169,194324,2627,191601,2904,73,96,72,113,202809,113,2,0
20200714,RI,17588,157070,,69,2070,5,,3,,1692,A+,7/14/2020 12:00,985,293844,25653,268191,17588,,,44,101,174658,1415,1,4
20200714,SC,60389,457092,,1550,3744,,,,,23849,A,7/13/2020 23:59,993,517312,75115,442197,60220,984,9,45,2221,517481,10380,21,346
20200714,SD,7572,84592,,62,744,,,,,6599,B,7/14/2020 11:45,109,,,,,,,46,48,92164,786,0,2
20200714,TN,66788,1005100,,1222,3378,,,,,38272,A,7/14/2020 15:00,767,1071320,77673,993647,66220,740,27,47,1514,1071888,17927,18,94
20200714,TX,275058,2323622,,10569,,,,,,142398,B,7/14/2020 17:25,3322,2598680,,,,,,48,10745,2598680,58555,87,0
20200714,UT,30478,394043,,231,1888,80,505,,210,18111,A+,7/14/2020 11:21,226,,,,30478,,,49,448,424521,6186,10,38
20200714,VA,72443,758407,420,1127,10550,249,,112,,9423,A+,7/13/2020 17:00,1977,828017,,,69610,1870,107,51,801,830850,16835,9,91
20200714,VI,206,4084,6,,,,,,,96,C,7/13/2020 06:12,6,,,,206,6,,78,0,4290,0,0,0
20200714,VT,1305,76319,,15,,,,,,1099,B,7/14/2020 00:00,56,,,,1305,56,,50,4,77624,1043,0,0
20200714,WA,41757,666517,,332,4778,,,39,,,B,7/13/2020 02:59,1399,,,,41757,1399,,53,1101,708274,22269,-39,27
20200714,WI,41349,673195,147,293,3892,83,804,,,29275,A+,7/14/2020 16:00,833,,,,37906,826,7,55,967,714544,14683,6,42
20200714,WV,4407,209605,,59,,24,,7,,2982,B,7/14/2020 17:00,97,,,,4289,,,54,148,214012,5787,1,0
20200714,WY,1951,38077,,14,128,,,,,1462,B,7/14/2020 18:08,22,54917,1592,53324,1581,,,56,89,40028,89,1,4
20200713,AK,1539,145051,,22,,,,0,,620,A,7/13/2020 00:00,17,146590,,,,17,,2,60,146590,1115,0,0
20200713,AL,55545,464059,,1335,6745,,919,,505,25783,B,7/13/2020 11:00,1124,,,,54768,1096,28,1,1958,519604,8098,3,0
20200713,AR,28939,354035,,439,1836,,,89,269,22106,A,7/13/2020 14:36,323,382402,,,28939,,,5,572,382974,572,2,14
20200713,AS,0,816,,,,,,,,,C,7/1/2020 00:00,0,,,,,,,60,0,816,0,0,0
20200713,AZ,123824,578602,,3373,5839,936,,671,,15254,A+,7/13/2020 00:00,2245,701703,,,123101,2122,123,4,1357,702426,6254,8,44
20200713,CA,329162,5215203,,7895,,2021,,,,,B,7/13/2020 00:00,7040,5544365,,,329162,,,6,8358,5544365,137766,23,0
20200713,CO,36913,362452,,324,5895,,,,,4780,A,7/12/2020 01:59,1586,,,,33911,,,8,322,399365,7262,0,10
20200713,CT,47510,541808,,74,10552,,,,,8351,B,7/12/2020 20:30,4371,587331,,,45523,3492,879,9,223,589318,31109,23,0
20200713,DC,10906,119314,,93,,25,,16,,1756,A+,7/12/2020 00:00,568,,,,,,,11,59,130220,3337,0,0
20200713,DE,12879,126484,,49,,12,,,,7139,A+,7/12/2020 18:00,517,,,,11898,459,58,10,75,139363,1954,0,0
20200713,FL,282435,2357139,1995,8051,18817,,,,,,A,7/12/2020 23:59,4381,3268471,351831,2908137,282435,4381,,12,12624,2639574,65567,35,227
20200713,GA,120569,987398,,2600,13476,,2643,,,,A,7/13/2020 14:50,3026,1107967,109888,998079,120569,,,13,3643,1107967,24551,25,217
20200713,GU,312,17030,,3,,,,,,202,B,7/12/2020 21:45,5,17334,,,304,,,66,0,17342,363,0,0
20200713,HI,1220,93950,,,125,,,,,890,D,7/12/2020 00:00,19,112882,,,,,,15,20,95170,1250,0,0
20200713,IA,35529,341187,,186,,67,,32,,26664,A+,7/13/2020 00:00,754,,,,35529,,,19,458,376716,2303,4,0
20200713,ID,10902,116230,,86,477,22,142,,,3179,A,7/12/2020 19:00,102,126393,,,10163,82,20,16,397,127132,1871,0,9
20200713,IL,155931,1858195,,1362,,334,,136,,,A,7/13/2020 00:00,7394,2012994,,,154799,7193,201,17,883,2014126,30012,6,0
20200713,IN,52037,518372,,764,7574,255,1601,71,,38914,A+,7/12/2020 23:59,2762,,,,,2569,193,18,425,570409,5762,2,47
20200713,KS,20058,211117,,,1343,,410,,160,920,A,7/13/2020 00:00,288,,,,,,,20,1447,231175,13396,4,39
20200713,KY,19653,422232,,440,2791,87,1017,,,5344,B,7/13/2020 00:00,629,,,,18824,625,4,21,264,441885,3715,4,12
20200713,LA,79827,873599,,1308,,,,142,,46334,B,7/13/2020 13:00,3423,,,,,3315,108,22,1705,953426,18431,7,0
20200713,MA,111827,854316,,570,11611,89,,46,,94347,A+,7/13/2020 16:00,8330,1225332,,,105783,8115,215,25,230,966143,8663,5,3
20200713,MD,73527,578430,,386,11467,108,,,,5230,A,7/13/2020 10:00,3325,818993,,,73527,3194,131,24,418,651957,8566,6,47
20200713,ME,3558,120404,,18,372,8,,3,,3008,A+,7/12/2020 23:59,114,123563,4363,119029,3159,113,1,23,19,123962,1648,0,1
20200713,MI,77198,1236229,,543,,184,,113,,53867,A+,7/13/2020 00:00,6321,1332667,96438,1236229,69722,6075,246,26,422,1313427,17272,7,0
20200713,MN,42772,726217,,247,4424,114,1338,,,37199,A,7/12/2020 17:00,1542,768989,,,42772,1504,38,27,491,768989,13937,2,25
20200713,MO,27890,467887,,932,,,,89,,,B,7/13/2020 15:00,1083,621043,32874,587188,27890,,,29,447,495777,10269,14,0
20200713,MP,33,10734,,,4,,,,,19,D,7/12/2020 13:16,2,11335,,,33,2,,69,0,10767,0,0,0
20200713,MS,36680,306735,,1020,3530,208,,110,,25932,A,7/12/2020 19:00,1250,343299,,,36564,1228,22,28,393,343415,8204,1,35
20200713,MT,1843,116852,,28,133,,,,,875,C,7/13/2020 00:00,32,,,,1843,,,30,85,118695,4034,3,5
20200713,NC,87528,1132958,,1040,,,,,,67124,A,7/13/2020 11:40,1510,,,,87528,1510,,37,1827,1220486,20911,7,0
20200713,ND,4442,119436,,43,277,,,,,3653,D,7/13/2020 00:00,78,233097,,,4442,74,4,38,108,123878,1399,0,6
20200713,NE,21172,190487,,98,1421,,,,,15860,B,7/13/2020 00:00,285,,,,21172,,,31,174,211659,3556,0,0
20200713,NH,6054,128812,,22,589,,191,,,5027,B,7/12/2020 09:00,391,,,,6054,,,33,30,134866,1477,0,0
20200713,NJ,175522,1524863,,892,20632,166,,81,,31261,A+,7/13/2020 13:00,15560,,,,175522,13613,1947,34,224,1700385,14781,19,0
20200713,NM,15028,403329,,170,2204,,,,,6322,B,7/12/2020 17:30,545,,,,15028,,,35,255,418357,7603,2,17
20200713,NV,28515,324678,,953,,250,,107,,789,A+,7/13/2020 11:45,593,443136,,,28515,,,32,832,353193,5637,0,0
20200713,NY,402263,4322619,,792,89995,175,,103,,71643,A,7/12/2020 23:59,24989,,,,402263,,,36,557,4724882,51687,10,0
20200713,OH,66853,957898,,949,8915,293,2201,159,,45194,B,7/13/2020 14:00,3064,,,,62913,2807,257,39,1261,1024751,18365,6,73
20200713,OK,20745,400037,,499,2063,186,,,,15815,A+,7/13/2020 00:00,424,423285,22367,400037,20745,,,40,510,420782,510,2,31
20200713,OR,12438,288274,,246,1234,67,,35,,3094,A+,7/13/2020 03:01,237,,,288274,11795,,,41,268,300712,4540,3,54
20200713,PA,95742,835732,,682,,,,96,,73721,A+,7/13/2020 00:00,6911,,,,93015,,,42,476,931474,7190,7,0
20200713,PR,10010,192686,,159,,15,,8,,,B,7/13/2020 06:30,167,194324,2627,191601,2811,71,96,72,356,202696,356,0,0
20200713,RI,17487,155756,,67,2066,3,,4,,1691,A+,7/13/2020 12:00,984,290756,25518,265238,17487,,,44,175,173243,6588,8,15
20200713,SC,58168,448933,,1488,3398,,,,,20957,A,7/12/2020 23:59,972,506936,72738,434198,58003,961,11,45,1520,507101,14593,11,0
20200713,SD,7524,83854,,63,742,,,,,6543,B,7/12/2020 18:00,109,,,,,,,46,25,91378,770,0,4
20200713,TN,65274,988687,,1120,3284,,,,,36996,A,7/13/2020 15:00,749,1053424,75920,977504,64737,722,27,47,3314,1053961,35946,8,34
20200713,TX,264313,2275812,,10405,,,,,,136419,B,7/13/2020 16:30,3235,2540125,,,,,,48,5655,2540125,47371,43,0
20200713,UT,30030,388305,,252,1850,86,487,,208,17728,A+,7/13/2020 10:41,216,,,,30030,,,49,546,418335,5277,1,26
20200713,VA,71642,742373,466,1129,10459,243,,105,,9330,A+,7/12/2020 17:00,1968,811187,,,68814,1861,107,51,972,814015,9970,2,104
20200713,VI,206,4084,6,,,,,,,96,C,7/13/2020 06:12,6,,,,206,6,,78,25,4290,201,0,0
20200713,VT,1301,75280,,10,,,,,,1096,B,7/13/2020 00:00,56,,,,1301,56,,50,5,76581,730,0,0
20200713,WA,40656,645349,,331,4751,,,35,,,B,7/12/2020 02:59,1438,,,,40656,1438,,53,1438,686005,17539,14,89
20200713,WI,40382,659479,143,283,3850,85,800,,,28670,A+,7/13/2020 16:00,827,,,,36942,820,7,55,505,699861,6632,0,26
20200713,WV,4259,203966,,63,,22,,8,,2825,B,7/13/2020 10:00,96,,,,4143,,,54,52,208225,1189,0,0
20200713,WY,1862,38077,,17,124,,,,,1372,B,7/12/2020 11:42,21,54917,1592,53324,1506,,,56,0,39939,0,0,0
20200712,AK,1479,143996,,27,,,,0,,615,A,7/12/2020 00:00,17,145475,,,,17,,2,94,145475,2099,0,0
20200712,AL,53587,457919,,1068,6745,,911,,503,25783,B,7/12/2020 11:00,1121,,,,52908,1093,28,1,1640,511506,9486,7,0
20200712,AR,28367,354035,,412,1822,,,84,266,21591,A,7/12/2020 00:00,321,382402,,,28367,,,5,1564,382402,12753,8,42
20200712,AS,0,816,,,,,,,,,C,7/1/2020 00:00,0,,,,,,,60,0,816,0,0,0
20200712,AZ,122467,573705,,3432,5795,922,,631,,14829,A+,7/12/2020 00:00,2237,695463,,,121758,2114,123,4,2537,696172,12182,86,45
20200712,CA,320804,5085795,,7854,,2020,,,,,B,7/12/2020 00:00,7017,5406599,,,320804,,,6,8460,5406599,130904,72,0
20200712,CO,36591,355512,,324,5885,,,,,4749,A,7/12/2020 01:59,1586,,,,33587,,,8,400,392103,6242,0,21
20200712,CT,47287,510922,,77,10552,,,,,8351,B,7/9/2020 20:30,4348,556230,,,45308,3476,871,9,0,558209,0,0,0
20200712,DC,10847,116036,,95,,30,,17,,1737,A+,7/11/2020 00:00,568,,,,,,,11,46,126883,2833,0,0
20200712,DE,12804,124605,,58,,10,,,,7120,A+,7/11/2020 18:00,517,,,,11823,459,58,10,61,137409,3294,0,0
20200712,FL,269811,2304196,2096,7542,18590,,,,,,A,7/11/2020 23:59,4346,3165354,337795,2819784,269811,4346,,12,15300,2574007,98708,45,249
20200712,GA,116926,966490,,2512,13259,,2621,,,,A,7/12/2020 14:50,3001,1083416,106089,977327,116926,,,13,2525,1083416,18543,5,54
20200712,GU,312,16667,,3,,,,,,202,B,7/10/2020 23:15,5,16858,,,304,,,66,0,16979,0,0,0
20200712,HI,1200,92720,,,125,,,,,872,D,7/11/2020 18:00,19,111318,,,,,,15,42,93920,1686,0,0
20200712,IA,35071,339342,,177,,54,,26,,26234,A+,7/12/2020 00:00,750,,,,35071,,,19,424,374413,6052,2,0
20200712,ID,10505,114756,,86,468,22,139,,,3114,A,7/11/2020 19:00,102,124531,,,9775,82,20,16,577,125261,2912,1,19
20200712,IL,155048,1829066,,1342,,311,,127,,,A,7/12/2020 00:00,7388,1982982,,,153916,7187,201,17,954,1984114,38894,19,0
20200712,IN,51612,513035,,702,7527,237,1592,68,,38623,A+,7/11/2020 23:59,2760,,,,,2567,193,18,533,564647,6501,4,69
20200712,KS,18611,199168,,,1304,,405,,160,905,A,7/10/2020 10:00,284,,,,,,,20,0,217779,0,0,0
20200712,KY,19389,418781,,370,2779,75,1014,,,5322,B,7/12/2020 00:00,625,,,,18562,621,4,21,268,438170,268,3,0
20200712,LA,78122,856873,,1243,,,,134,,46334,B,7/12/2020 13:00,3416,,,,,3308,108,22,1319,934995,10548,13,0
20200712,MA,111597,845883,,583,11608,93,,43,,94347,A+,7/12/2020 10:00,8325,1213914,,,105629,8110,215,25,199,957480,11146,15,8
20200712,MD,73109,570282,,392,11420,114,,,,5230,A,7/12/2020 10:00,3319,807926,,,73109,3188,131,24,642,643391,14114,9,67
20200712,ME,3539,118775,,19,371,9,,3,,2994,A+,7/11/2020 23:59,114,121918,4344,117405,3143,113,1,23,19,122314,2424,2,3
20200712,MI,76776,1219379,,505,,174,,99,,53867,A+,7/12/2020 00:00,6314,1315305,95926,1219379,69338,6068,246,26,406,1296155,22033,1,0
20200712,MN,42281,712771,,251,4399,123,1335,,,36582,A,7/11/2020 17:00,1540,755052,,,42281,1502,38,27,710,755052,12957,3,33
20200712,MO,27443,458065,,883,,,,80,,,B,7/12/2020 15:00,1069,605046,32546,571520,27443,,,29,310,485508,10958,0,0
20200712,MP,33,10734,,,4,,,,,19,D,7/11/2020 07:01,2,11335,,,33,2,,69,2,10767,2,0,0
20200712,MS,36287,298924,,963,3495,202,,107,,22167,A,7/12/2020 00:00,1249,334029,,,35961,1227,22,28,868,335211,868,19,0
20200712,MT,1758,112903,,26,128,,,,,865,C,7/12/2020 00:00,29,,,,1758,,,30,81,114661,1302,0,1
20200712,NC,85701,1113874,,1070,,,,,,55318,A,7/12/2020 11:15,1503,,,,85701,1503,,37,1908,1199575,23517,4,0
20200712,ND,4334,118145,,38,271,,,,,3570,D,7/12/2020 00:00,78,225535,,,4334,74,4,38,91,122479,1628,0,8
20200712,NE,20998,187105,,95,1421,,,,,15724,B,7/11/2020 20:00,285,,,,20998,,,31,221,208103,4249,-1,2
20200712,NH,6024,127365,,22,589,,191,,,5013,B,7/11/2020 09:00,391,,,,6024,,,33,33,133389,1087,1,4
20200712,NJ,175298,1510306,,890,20632,163,,86,,31190,A+,7/12/2020 13:00,15541,,,,175298,13594,1947,34,339,1685604,24320,16,0
20200712,NM,14773,395981,,158,2187,,,,,6271,B,7/11/2020 18:21,543,,,,14773,,,35,224,410754,7173,4,26
20200712,NV,27683,319873,,895,,239,,114,,764,A+,7/12/2020 11:50,593,434401,,,27683,,,32,845,347556,6323,1,0
